#======================================================================#
# material, density, radius, mass, temperature, pressure, height, time #
#           (kg/m^3)   (m)   (kg)      (K)        (Pa)     (m)     (s) #
#======================================================================#
silicon_carbide,3217,0.005,1.6844e-03,302.2, 93546, 739, 28.8
silicon_carbide,3217,0.005,1.6844e-03,289.7,102024, 802, 32.2
silicon_carbide,3217,0.005,1.6844e-03,313.2,100269, 558, 22.1
silicon_carbide,3217,0.005,1.6844e-03,295.2, 96339, 825, 30.5
silicon_carbide,3217,0.005,1.6844e-03,302.2, 98461, 527, 20.6
silicon_carbide,3217,0.005,1.6844e-03,291.0, 93251, 955, 36.4
silicon_carbide,3217,0.005,1.6844e-03,276.6,102518, 860, 32.6
silicon_carbide,3217,0.005,1.6844e-03,305.1,100671, 569, 22.6
silicon_carbide,3217,0.005,1.6844e-03,284.1, 98088, 675, 28.3
silicon_carbide,3217,0.005,1.6844e-03,300.4,104972, 994, 37.9
silicon_carbide,3217,0.005,1.6844e-03,287.7,101841, 670, 26.8
silicon_carbide,3217,0.005,1.6844e-03,303.8,104271, 768, 31.1
silicon_carbide,3217,0.005,1.6844e-03,288.8,100239, 926, 35.3
silicon_carbide,3217,0.005,1.6844e-03,281.2, 96623, 734, 28.5
silicon_carbide,3217,0.005,1.6844e-03,296.0, 96854, 792, 30.4
silicon_carbide,3217,0.005,1.6844e-03,277.2,102832, 649, 27.2
silicon_carbide,3217,0.005,1.6844e-03,288.5, 96133, 889, 32.4
silicon_carbide,3217,0.005,1.6844e-03,297.6, 99070, 819, 30.6
silicon_carbide,3217,0.005,1.6844e-03,314.6,104164, 976, 37.2
silicon_carbide,3217,0.005,1.6844e-03,274.2, 96047, 768, 30.0
silicon_carbide,3217,0.005,1.6844e-03,292.8, 93743, 650, 25.1
silicon_carbide,3217,0.005,1.6844e-03,303.3, 99339, 994, 38.2
silicon_carbide,3217,0.005,1.6844e-03,277.2,103895, 937, 37.7
silicon_carbide,3217,0.005,1.6844e-03,283.7,102604, 535, 20.8
silicon_carbide,3217,0.005,1.6844e-03,285.9,103183, 999, 39.5
silicon_carbide,3217,0.005,1.6844e-03,282.7,100079, 830, 32.2
silicon_carbide,3217,0.005,1.6844e-03,273.5,105800, 973, 40.9
silicon_carbide,3217,0.005,1.6844e-03,286.8,100886, 561, 23.2
silicon_carbide,3217,0.005,1.6844e-03,292.7,101284, 535, 23.3
silicon_carbide,3217,0.005,1.6844e-03,310.7, 96788, 887, 33.6
silicon_carbide,3217,0.005,1.6844e-03,287.9, 96182, 839, 34.8
silicon_carbide,3217,0.005,1.6844e-03,284.4, 99372, 617, 26.6
silicon_carbide,3217,0.005,1.6844e-03,274.4, 97638, 661, 29.8
silicon_carbide,3217,0.005,1.6844e-03,313.0, 99888, 577, 22.8
silicon_carbide,3217,0.005,1.6844e-03,305.2, 96654, 742, 27.3
silicon_carbide,3217,0.005,1.6844e-03,307.6, 96127, 532, 22.3
silicon_carbide,3217,0.005,1.6844e-03,298.5, 99748, 601, 23.2
silicon_carbide,3217,0.005,1.6844e-03,287.4, 97482, 832, 31.7
silicon_carbide,3217,0.005,1.6844e-03,295.0, 94762, 582, 24.6
silicon_carbide,3217,0.005,1.6844e-03,300.9, 99032, 625, 23.7
silicon_carbide,3217,0.005,1.6844e-03,300.5, 98866, 971, 36.7
silicon_carbide,3217,0.005,1.6844e-03,303.5,101646, 627, 24.4
silicon_carbide,3217,0.005,1.6844e-03,282.0,103929, 522, 20.5
silicon_carbide,3217,0.005,1.6844e-03,301.8, 98460, 788, 29.9
silicon_carbide,3217,0.005,1.6844e-03,286.9,105868, 883, 35.0
silicon_carbide,3217,0.005,1.6844e-03,292.7, 96330, 953, 37.8
silicon_carbide,3217,0.005,1.6844e-03,278.7,100176, 999, 38.6
silicon_carbide,3217,0.005,1.6844e-03,300.7, 99974, 808, 30.5
silicon_carbide,3217,0.005,1.6844e-03,311.2,102310, 796, 30.4
silicon_carbide,3217,0.005,1.6844e-03,293.1,103408, 543, 22.5
silicon_carbide,3217,0.005,1.6844e-03,286.2,100463, 524, 20.5
silicon_carbide,3217,0.005,1.6844e-03,297.3,100076, 906, 36.6
silicon_carbide,3217,0.005,1.6844e-03,269.0,101006, 544, 21.5
silicon_carbide,3217,0.005,1.6844e-03,284.1,100532, 523, 21.8
silicon_carbide,3217,0.005,1.6844e-03,307.9, 99227, 508, 20.6
silicon_carbide,3217,0.010,1.3475e-02,300.7, 99058, 658, 19.8
silicon_carbide,3217,0.010,1.3475e-02,313.7,105291, 851, 26.0
silicon_carbide,3217,0.010,1.3475e-02,300.5,100505, 776, 23.2
silicon_carbide,3217,0.010,1.3475e-02,299.1, 97591, 721, 20.1
silicon_carbide,3217,0.010,1.3475e-02,288.5, 98247, 621, 18.5
silicon_carbide,3217,0.010,1.3475e-02,276.1,100421, 729, 23.8
silicon_carbide,3217,0.010,1.3475e-02,284.7, 98002, 839, 22.2
silicon_carbide,3217,0.010,1.3475e-02,305.8, 96038, 525, 15.5
silicon_carbide,3217,0.010,1.3475e-02,294.6,104325, 546, 16.9
silicon_carbide,3217,0.010,1.3475e-02,287.3, 96706, 720, 20.8
silicon_carbide,3217,0.010,1.3475e-02,301.2,102504, 907, 24.9
silicon_carbide,3217,0.010,1.3475e-02,288.0, 97171, 554, 16.4
silicon_carbide,3217,0.010,1.3475e-02,300.9,107214, 982, 28.9
silicon_carbide,3217,0.010,1.3475e-02,302.9,101497, 776, 23.4
silicon_carbide,3217,0.010,1.3475e-02,292.9,100528, 709, 21.5
silicon_carbide,3217,0.010,1.3475e-02,289.0, 97217, 703, 19.0
silicon_carbide,3217,0.010,1.3475e-02,295.8, 99310, 984, 26.7
silicon_carbide,3217,0.010,1.3475e-02,302.7, 99140, 709, 19.6
silicon_carbide,3217,0.010,1.3475e-02,267.0, 98307,1007, 29.7
silicon_carbide,3217,0.010,1.3475e-02,295.9, 99332, 505, 15.2
silicon_carbide,3217,0.010,1.3475e-02,318.7, 96457, 716, 20.6
silicon_carbide,3217,0.010,1.3475e-02,275.2,101704, 549, 18.3
silicon_carbide,3217,0.010,1.3475e-02,285.5, 98948, 704, 22.2
silicon_carbide,3217,0.010,1.3475e-02,284.8, 96898, 756, 22.3
silicon_carbide,3217,0.010,1.3475e-02,293.1,107192, 891, 25.2
silicon_carbide,3217,0.010,1.3475e-02,295.6,102367, 898, 26.6
silicon_carbide,3217,0.010,1.3475e-02,279.1, 98755, 832, 25.7
silicon_carbide,3217,0.010,1.3475e-02,287.2, 92435, 919, 26.1
silicon_carbide,3217,0.010,1.3475e-02,303.7,105474, 563, 17.6
silicon_carbide,3217,0.010,1.3475e-02,306.9,104595, 959, 25.4
silicon_carbide,3217,0.010,1.3475e-02,287.5, 98952, 672, 20.2
silicon_carbide,3217,0.010,1.3475e-02,285.9,100500, 969, 29.5
silicon_carbide,3217,0.010,1.3475e-02,287.7, 98566, 661, 22.6
silicon_carbide,3217,0.010,1.3475e-02,291.7,102334, 858, 25.6
silicon_carbide,3217,0.010,1.3475e-02,296.3,100004, 588, 16.9
silicon_carbide,3217,0.010,1.3475e-02,281.1,102209, 995, 29.9
silicon_carbide,3217,0.010,1.3475e-02,297.0, 99307, 656, 19.2
silicon_carbide,3217,0.010,1.3475e-02,293.6,102896, 993, 27.2
silicon_carbide,3217,0.010,1.3475e-02,310.7, 99195, 919, 25.0
silicon_carbide,3217,0.010,1.3475e-02,290.8, 93996, 564, 15.5
silicon_carbide,3217,0.010,1.3475e-02,290.2,103544, 987, 28.1
silicon_carbide,3217,0.010,1.3475e-02,288.0, 97430, 540, 16.3
silicon_carbide,3217,0.010,1.3475e-02,289.2,101553, 781, 23.0
silicon_carbide,3217,0.010,1.3475e-02,294.1, 96008, 728, 21.0
silicon_carbide,3217,0.010,1.3475e-02,297.4, 99068, 727, 21.9
silicon_carbide,3217,0.010,1.3475e-02,277.2, 94748, 531, 15.5
silicon_carbide,3217,0.010,1.3475e-02,296.2, 97283, 803, 23.3
silicon_carbide,3217,0.010,1.3475e-02,297.2, 94556, 523, 15.2
silicon_carbide,3217,0.010,1.3475e-02,282.0, 98109, 618, 18.0
silicon_carbide,3217,0.010,1.3475e-02,298.2,104792, 516, 15.0
silicon_carbide,3217,0.010,1.3475e-02,283.4,100890, 903, 25.8
silicon_carbide,3217,0.010,1.3475e-02,293.2,100244, 570, 17.1
silicon_carbide,3217,0.010,1.3475e-02,296.6,103226, 920, 26.9
silicon_carbide,3217,0.010,1.3475e-02,288.7,101140, 847, 25.7
silicon_carbide,3217,0.010,1.3475e-02,295.5, 98750, 762, 22.4
silicon_carbide,3217,0.010,1.3475e-02,288.1,104020, 969, 27.9
silicon_carbide,3217,0.010,1.3475e-02,273.8, 97291, 969, 28.8
silicon_carbide,3217,0.010,1.3475e-02,286.9,103316, 617, 20.0
silicon_carbide,3217,0.010,1.3475e-02,303.5, 97063, 536, 16.5
silicon_carbide,3217,0.010,1.3475e-02,278.7, 98241, 978, 28.8
silicon_carbide,3217,0.010,1.3475e-02,293.5,102626, 919, 24.4
silicon_carbide,3217,0.010,1.3475e-02,293.3,101257, 979, 25.8
silicon_carbide,3217,0.010,1.3475e-02,278.2, 97109, 942, 27.8
silicon_carbide,3217,0.010,1.3475e-02,287.9,104026, 788, 24.3
silicon_carbide,3217,0.010,1.3475e-02,291.9,102134, 726, 21.7
silicon_carbide,3217,0.010,1.3475e-02,289.5, 97888, 735, 23.0
silicon_carbide,3217,0.010,1.3475e-02,297.2, 97939, 954, 26.2
silicon_carbide,3217,0.010,1.3475e-02,306.2, 99913, 541, 16.8
silicon_carbide,3217,0.010,1.3475e-02,276.2, 97209, 652, 18.1
silicon_carbide,3217,0.010,1.3475e-02,295.6, 98918, 529, 17.3
silicon_carbide,3217,0.010,1.3475e-02,285.3, 96970, 896, 26.5
silicon_carbide,3217,0.010,1.3475e-02,313.8,100399, 825, 23.4
silicon_carbide,3217,0.010,1.3475e-02,291.1, 99812, 668, 18.1
silicon_carbide,3217,0.010,1.3475e-02,292.8, 98342, 693, 21.4
silicon_carbide,3217,0.010,1.3475e-02,296.6,100537, 735, 21.9
silicon_carbide,3217,0.010,1.3475e-02,287.1,101362, 990, 28.7
silicon_carbide,3217,0.010,1.3475e-02,291.8, 99378, 562, 16.9
silicon_carbide,3217,0.010,1.3475e-02,287.2,104077, 782, 23.3
silicon_carbide,3217,0.010,1.3475e-02,313.4, 95013, 676, 18.6
silicon_carbide,3217,0.010,1.3475e-02,315.4,100068, 987, 27.4
silicon_carbide,3217,0.010,1.3475e-02,289.6,103191, 673, 22.1
silicon_carbide,3217,0.010,1.3475e-02,295.7,102113, 683, 19.7
silicon_carbide,3217,0.010,1.3475e-02,302.2, 98370, 839, 24.1
silicon_carbide,3217,0.010,1.3475e-02,285.5, 98474,1001, 26.9
silicon_carbide,3217,0.010,1.3475e-02,284.8,104555, 871, 28.4
silicon_carbide,3217,0.010,1.3475e-02,298.8,101423, 688, 19.9
silicon_carbide,3217,0.010,1.3475e-02,291.0, 96181, 873, 24.0
silicon_carbide,3217,0.010,1.3475e-02,279.9,103269, 587, 19.7
silicon_carbide,3217,0.010,1.3475e-02,278.0,101467, 954, 28.7
silicon_carbide,3217,0.010,1.3475e-02,287.3,100099, 528, 17.9
silicon_carbide,3217,0.010,1.3475e-02,312.2,103618, 936, 26.5
silicon_carbide,3217,0.010,1.3475e-02,288.3, 95543, 808, 23.0
silicon_carbide,3217,0.010,1.3475e-02,286.4,104944, 713, 20.7
silicon_carbide,3217,0.010,1.3475e-02,294.3,106361, 629, 19.9
silicon_carbide,3217,0.010,1.3475e-02,301.8,104428, 631, 20.9
silicon_carbide,3217,0.010,1.3475e-02,303.6, 93797, 707, 20.2
silicon_carbide,3217,0.010,1.3475e-02, ,100233, 835, 25.1
silicon_carbide,3217,0.010,1.3475e-02,305.9, 99409, 506, 15.4
silicon_carbide,3217,0.010,1.3475e-02,299.5, 98876, 687, 21.9
silicon_carbide,3217,0.010,1.3475e-02,273.4, 98997, 659, 20.1
silicon_carbide,3217,0.010,1.3475e-02,289.1, 94783, 794, 21.8
silicon_carbide,3217,0.010,1.3475e-02,294.4, 92668, 681, 21.1
silicon_carbide,3217,0.010,1.3475e-02,293.6,101089, 632, 19.5
silicon_carbide,3217,0.010,1.3475e-02,297.2, 96682, 581, 15.9
silicon_carbide,3217,0.010,1.3475e-02,296.3, 97760, 556, 18.6
silicon_carbide,3217,0.010,1.3475e-02,286.0,100867, 773, 24.4
silicon_carbide,3217,0.010,1.3475e-02,296.3, 96589, 546, 17.4
silicon_carbide,3217,0.010,1.3475e-02,288.7, 99499, 768, 23.0
silicon_carbide,3217,0.010,1.3475e-02,283.6, 98813, 826, 25.6
silicon_carbide,3217,0.010,1.3475e-02,303.0,101040, 531, 17.1
silicon_carbide,3217,0.010,1.3475e-02,287.2,100196, 864, 24.6
silicon_carbide,3217,0.010,1.3475e-02,289.4, 93617, 593, 17.4
silicon_carbide,3217,0.010,1.3475e-02,269.3,100289, 586, 17.2
silicon_carbide,3217,0.010,1.3475e-02,286.9, 99327, 949, 27.5
silicon_carbide,3217,0.010,1.3475e-02,284.0, 99666,1004, 28.7
silicon_carbide,3217,0.010,1.3475e-02,300.1,103298, 721, 21.6
silicon_carbide,3217,0.010,1.3475e-02,295.7,103090, 854, 25.4
silicon_carbide,3217,0.010,1.3475e-02,290.7,102641, 801, 24.2
silicon_carbide,3217,0.010,1.3475e-02,296.7,101437, 959, 27.2
silicon_carbide,3217,0.010,1.3475e-02,285.5,101111, 693, 20.9
silicon_carbide,3217,0.010,1.3475e-02,291.1, 97951, 825, 26.1
silicon_carbide,3217,0.010,1.3475e-02,309.7,100957, 865, 25.1
silicon_carbide,3217,0.010,1.3475e-02,291.1, 96338, 540, 18.4
silicon_carbide,3217,0.010,1.3475e-02,307.4,100279, 765, 21.1
silicon_carbide,3217,0.010,1.3475e-02,283.1,107670, 975, 29.1
silicon_carbide,3217,0.010,1.3475e-02,307.4,103064, 520, 15.4
silicon_carbide,3217,0.010,1.3475e-02,295.9,105423, 816, 24.8
silicon_carbide,3217,0.010,1.3475e-02,303.4, 95230, 632, 16.7
silicon_carbide,3217,0.010,1.3475e-02,321.3,100749, 793, 22.5
silicon_carbide,3217,0.010,1.3475e-02,303.0,100543, 893, 24.7
silicon_carbide,3217,0.010,1.3475e-02,299.3,102427, 846, 24.4
silicon_carbide,3217,0.010,1.3475e-02,316.7, 97392, 729, 22.3
silicon_carbide,3217,0.010,1.3475e-02,299.6,102284, 628, 18.3
silicon_carbide,3217,0.010,1.3475e-02,298.7, 94881, 612, 18.5
silicon_carbide,3217,0.010,1.3475e-02,293.5,105291, 741, 23.0
silicon_carbide,3217,0.010,1.3475e-02,294.3,101228, 867, 24.4
silicon_carbide,3217,0.010,1.3475e-02,296.1, 92739, 527, 15.1
silicon_carbide,3217,0.010,1.3475e-02,285.9,103369, 896, 25.1
silicon_carbide,3217,0.010,1.3475e-02,285.2,103532, 858, 25.4
silicon_carbide,3217,0.010,1.3475e-02,296.9,101945, 915, 25.5
silicon_carbide,3217,0.010,1.3475e-02,290.6,100371, 588, 18.0
silicon_carbide,3217,0.010,1.3475e-02,278.5,105451, 853, 25.8
silicon_carbide,3217,0.010,1.3475e-02,302.3, 99416, 878, 23.0
silicon_carbide,3217,0.010,1.3475e-02,294.8, 98415, 529, 16.7
silicon_carbide,3217,0.010,1.3475e-02,303.2, 97823, 661, 19.2
silicon_carbide,3217,0.010,1.3475e-02,294.8, 95724, 705, 21.1
silicon_carbide,3217,0.010,1.3475e-02,295.6,101647, 902, 26.7
silicon_carbide,3217,0.010,1.3475e-02,308.2,101585, 805, 21.8
silicon_carbide,3217,0.010,1.3475e-02,293.6,101149, 886, 24.5
silicon_carbide,3217,0.010,1.3475e-02,295.1, 98485, 677, 18.9
silicon_carbide,3217,0.010,1.3475e-02,290.3, 95599, 748, 23.8
silicon_carbide,3217,0.010,1.3475e-02,284.4,105243, 526, 15.8
silicon_carbide,3217,0.010,1.3475e-02,293.5,105333, 642, 17.6
silicon_carbide,3217,0.010,1.3475e-02,301.7, 97755, 598, 18.1
silicon_carbide,3217,0.010,1.3475e-02,308.8, 98366, 852, 24.5
silicon_carbide,3217,0.010,1.3475e-02,289.5, 97182, 972, 27.3
silicon_carbide,3217,0.010,1.3475e-02,315.8, 98501, 808, 22.4
silicon_carbide,3217,0.010,1.3475e-02,288.7,101187, 665, 19.2
silicon_carbide,3217,0.010,1.3475e-02,287.1,101194, 732, 21.4
silicon_carbide,3217,0.010,1.3475e-02,302.9,101781, 756, 22.0
silicon_carbide,3217,0.010,1.3475e-02,286.7,102791, 912, 26.1
silicon_carbide,3217,0.010,1.3475e-02,285.9, 93758, 944, 27.0
silicon_carbide,3217,0.010,1.3475e-02,294.7, 99562, 571, 16.3
silicon_carbide,3217,0.010,1.3475e-02,300.9, 94350, 595, 15.9
silicon_carbide,3217,0.010,1.3475e-02,296.3, 97826, 854, 26.0
silicon_carbide,3217,0.010,1.3475e-02,291.6, 98502, 823, 22.5
silicon_carbide,3217,0.010,1.3475e-02,293.3,102932, 742, 22.3
silicon_carbide,3217,0.010,1.3475e-02,289.4, 98869, 805, 25.3
silicon_carbide,3217,0.010,1.3475e-02,302.5,105424, 923, 27.0
silicon_carbide,3217,0.010,1.3475e-02,275.2,100776, 982, 28.8
silicon_carbide,3217,0.010,1.3475e-02,297.7, 98361, 645, 19.9
silicon_carbide,3217,0.010,1.3475e-02,305.9, 97653, 596, 17.4
silicon_carbide,3217,0.010,1.3475e-02,288.5, 96309, 516, 16.0
silicon_carbide,3217,0.010,1.3475e-02,294.5, 99517, 885, 23.9
silicon_carbide,3217,0.010,1.3475e-02,313.0, 96237, 707, 20.3
silicon_carbide,3217,0.010,1.3475e-02,296.7, 98372, 876, 23.4
silicon_carbide,3217,0.010,1.3475e-02,332.9,102633, 840, 24.3
silicon_carbide,3217,0.010,1.3475e-02,297.3,100105, 809, 23.0
silicon_carbide,3217,0.010,1.3475e-02,282.7, 98375, 583, 17.8
silicon_carbide,3217,0.010,1.3475e-02,271.0,103769, 805, 27.2
silicon_carbide,3217,0.010,1.3475e-02,305.8,102703, 791, 23.8
silicon_carbide,3217,0.010,1.3475e-02,284.4,102307, 761, 22.2
silicon_carbide,3217,0.010,1.3475e-02,282.1, 95554, 591, 20.5
silicon_carbide,3217,0.010,1.3475e-02,302.7, 97589, 977, 26.7
silicon_carbide,3217,0.010,1.3475e-02,306.0, 97769, 971, 28.4
silicon_carbide,3217,0.010,1.3475e-02,297.7, 98785, 604, 17.9
silicon_carbide,3217,0.010,1.3475e-02,303.9, 98949, 902, 25.6
silicon_carbide,3217,0.010,1.3475e-02,304.4,100785, 683, 20.4
silicon_carbide,3217,0.010,1.3475e-02,297.4, 94186, 935, 26.2
silicon_carbide,3217,0.010,1.3475e-02,299.4, 99881, 948, 26.6
silicon_carbide,3217,0.010,1.3475e-02,298.5, 99099, 733, 22.5
silicon_carbide,3217,0.010,1.3475e-02,304.3, 97775, 792, 23.3
silicon_carbide,3217,0.010,1.3475e-02,287.8,100631, 521, 16.2
silicon_carbide,3217,0.010,1.3475e-02,304.2,100004, 679, 20.5
silicon_carbide,3217,0.010,1.3475e-02,274.5, 99624, 725, 22.1
silicon_carbide,3217,0.010,1.3475e-02,289.7, 95099, 895, 26.3
silicon_carbide,3217,0.010,1.3475e-02,279.2, 98373, 888, 26.2
silicon_carbide,3217,0.010,1.3475e-02,300.4,102031, 822, 24.6
silicon_carbide,3217,0.010,1.3475e-02,288.7, 99824, 818, 21.9
silicon_carbide,3217,0.010,1.3475e-02,297.2,101600, 896, 27.9
silicon_carbide,3217,0.015,4.5479e-02,304.8,100963, 991, 22.7
silicon_carbide,3217,0.015,4.5479e-02,288.8,100086, 587, 15.5
silicon_carbide,3217,0.015,4.5479e-02,294.2, 96482, 785, 20.3
silicon_carbide,3217,0.015,4.5479e-02,291.7,101254, 589, 15.0
silicon_carbide,3217,0.015,4.5479e-02,287.4,104872, 567, 15.7
silicon_carbide,3217,0.015,4.5479e-02,297.2,100285, 593, 14.9
silicon_carbide,3217,0.015,4.5479e-02,294.9, 95448, 700, 18.1
silicon_carbide,3217,0.015,4.5479e-02,280.2, 99117, 730, 18.6
silicon_carbide,3217,0.015,4.5479e-02,317.0,100245, 527, 14.1
silicon_carbide,3217,0.015,4.5479e-02,282.1,100239, 755, 20.8
silicon_carbide,3217,0.015,4.5479e-02,284.8, 98008, 764, 21.2
silicon_carbide,3217,0.015,4.5479e-02,298.1,100617, 700, 18.7
silicon_carbide,3217,0.015,4.5479e-02,298.3, 98995, 514, 13.3
silicon_carbide,3217,0.015,4.5479e-02,294.0, 97055, 981, 25.3
silicon_carbide,3217,0.015,4.5479e-02,276.3, 96585, 810, 18.3
silicon_carbide,3217,0.015,4.5479e-02,299.6, 97801, 989, 23.5
silicon_carbide,3217,0.015,4.5479e-02,294.1,101953, 725, 20.8
silicon_carbide,3217,0.015,4.5479e-02,290.8, 96601, 776, 19.4
silicon_carbide,3217,0.015,4.5479e-02,290.3,102406, 588, 16.9
silicon_carbide,3217,0.015,4.5479e-02,300.8, 98834, 612, 16.7
silicon_carbide,3217,0.015,4.5479e-02,301.7,101429, 637, 16.8
silicon_carbide,3217,0.015,4.5479e-02,286.0,106750, 753, 19.9
silicon_carbide,3217,0.015,4.5479e-02,292.6,104156, 983, 24.8
silicon_carbide,3217,0.015,4.5479e-02,296.6,103035, 754, 19.3
silicon_carbide,3217,0.015,4.5479e-02,308.3,103351, 790, 18.7
silicon_carbide,3217,0.015,4.5479e-02,279.7,104282, 568, 15.7
silicon_carbide,3217,0.015,4.5479e-02,289.0, 92533, 544, 13.0
silicon_carbide,3217,0.015,4.5479e-02,277.2, 98586, 821, 20.6
silicon_carbide,3217,0.015,4.5479e-02,299.2, 98385, 486, 13.6
silicon_carbide,3217,0.015,4.5479e-02,287.3, 92923, 779, 19.6
silicon_carbide,3217,0.015,4.5479e-02,293.2,102621, 692, 18.7
silicon_carbide,3217,0.015,4.5479e-02,285.2,103092, 908, 23.3
silicon_carbide,3217,0.015,4.5479e-02,296.8,103057, 581, 14.7
silicon_carbide,3217,0.015,4.5479e-02,291.8,104891, 919, 22.2
silicon_carbide,3217,0.015,4.5479e-02,288.8, 98885, 513, 13.3
silicon_carbide,3217,0.015,4.5479e-02,292.2, 96715, 721, 18.3
silicon_carbide,3217,0.015,4.5479e-02,296.7, 99412, 961, 25.7
silicon_carbide,3217,0.015,4.5479e-02,291.9,100055, 876, 20.2
silicon_carbide,3217,0.015,4.5479e-02,290.9,100769, 545, 14.4
silicon_carbide,3217,0.015,4.5479e-02,302.2, 97847, 935, 21.0
silicon_carbide,3217,0.015,4.5479e-02,288.8,100596, 953, 23.5
silicon_carbide,3217,0.015,4.5479e-02,292.2, 96592, 818, 20.2
silicon_carbide,3217,0.015,4.5479e-02,298.0, 98361, 922, 21.2
silicon_carbide,3217,0.015,4.5479e-02,291.9,101380, 998, 24.3
silicon_carbide,3217,0.015,4.5479e-02,307.7,100567, 544, 15.2
silicon_carbide,3217,0.015,4.5479e-02,294.8,104002, 750, 20.1
silicon_carbide,3217,0.015,4.5479e-02,289.7,101884, 682, 18.8
silicon_carbide,3217,0.015,4.5479e-02,295.5,100769, 522, 14.1
silicon_carbide,3217,0.015,4.5479e-02,271.4, 98743, 723, 18.7
silicon_carbide,3217,0.015,4.5479e-02,287.5,104095, 767, 21.3
silicon_carbide,3217,0.015,4.5479e-02,314.0,102560, 678, 18.2
silicon_carbide,3217,0.015,4.5479e-02,298.6, 92219, 667, 15.8
silicon_carbide,3217,0.015,4.5479e-02,292.7, 99921, 943, 23.7
silicon_carbide,3217,0.015,4.5479e-02,293.0, 96260, 769, 18.7
silicon_carbide,3217,0.015,4.5479e-02,296.7,100093, 811, 19.8
silicon_carbide,3217,0.015,4.5479e-02,297.1, 96223, 708, 17.8
silicon_carbide,3217,0.015,4.5479e-02,296.4, 99769, 662, 17.8
silicon_carbide,3217,0.015,4.5479e-02,283.0,101855, 954, 23.6
silicon_carbide,3217,0.015,4.5479e-02,295.0, 99099, 890, 23.2
silicon_carbide,3217,0.015,4.5479e-02,284.2,101842, 780, 21.4
silicon_carbide,3217,0.015,4.5479e-02,292.8, 99614, 684, 17.6
silicon_carbide,3217,0.015,4.5479e-02,299.8,100394, 835, 21.0
silicon_carbide,3217,0.015,4.5479e-02,282.7,100082, 533, 17.3
silicon_carbide,3217,0.015,4.5479e-02,284.9, 97526, 635, 15.9
silicon_carbide,3217,0.015,4.5479e-02,292.7, 98574, 549, 15.4
silicon_carbide,3217,0.015,4.5479e-02,283.4,101592, 877, 20.9
silicon_carbide,3217,0.015,4.5479e-02,288.0, 98454, 787, 18.8
silicon_carbide,3217,0.015,4.5479e-02,303.5,101305, 895, 21.7
silicon_carbide,3217,0.015,4.5479e-02,296.4, 96813, 913, 23.9
silicon_carbide,3217,0.015,4.5479e-02,303.3, 97592, 670, 18.4
silicon_carbide,3217,0.015,4.5479e-02,298.6,103018, 552, 12.9
silicon_carbide,3217,0.015,4.5479e-02,298.2,102225, 886, 21.2
silicon_carbide,3217,0.015,4.5479e-02,282.3, 97853, 519, 12.8
silicon_carbide,3217,0.015,4.5479e-02,272.9,100302, 694, 18.9
silicon_carbide,3217,0.015,4.5479e-02,292.8, 95487, 811, 20.2
silicon_carbide,3217,0.015,4.5479e-02,318.7,100090, 624, 16.0
silicon_carbide,3217,0.015,4.5479e-02,290.6,103626, 879, 22.5
silicon_carbide,3217,0.015,4.5479e-02,294.6, 99884, 878, 21.8
silicon_carbide,3217,0.015,4.5479e-02,295.4, 99766, 881, 22.7
silicon_carbide,3217,0.015,4.5479e-02,284.5,103507, 621, 16.7
silicon_carbide,3217,0.015,4.5479e-02,270.7,101050, 522, 15.1
silicon_carbide,3217,0.015,4.5479e-02,312.4, 99500, 928, 23.7
silicon_carbide,3217,0.015,4.5479e-02,287.6,105574, 620, 15.4
silicon_carbide,3217,0.015,4.5479e-02,285.7, 97416, 851, 21.7
silicon_carbide,3217,0.015,4.5479e-02,300.6, 99324, 785, 19.5
silicon_carbide,3217,0.015,4.5479e-02,299.2,100738, 932, 23.0
silicon_carbide,3217,0.015,4.5479e-02,296.6, 97751, 698, 19.2
silicon_carbide,3217,0.015,4.5479e-02,293.0,103859, 614, 16.7
silicon_carbide,3217,0.015,4.5479e-02,278.3,102268, 582, 16.6
silicon_carbide,3217,0.015,4.5479e-02,298.7, 98734, 895, 23.3
silicon_carbide,3217,0.015,4.5479e-02,279.3,101480, 983, 23.9
silicon_carbide,3217,0.015,4.5479e-02,275.0,102061, 623, 18.6
silicon_carbide,3217,0.015,4.5479e-02,286.4,101063, 652, 17.5
silicon_carbide,3217,0.015,4.5479e-02,294.6, 97301, 641, 16.4
silicon_carbide,3217,0.015,4.5479e-02,291.0, 96087, 788, 18.9
silicon_carbide,3217,0.015,4.5479e-02,297.7,101019, 801, 21.7
silicon_carbide,3217,0.015,4.5479e-02,287.9, 98456, 991, 24.8
silicon_carbide,3217,0.015,4.5479e-02,294.1,103946, 996, 24.7
silicon_carbide,3217,0.015,4.5479e-02,299.6, 95935, 569, 15.0
silicon_carbide,3217,0.015,4.5479e-02,299.5,107346, 527, 13.6
silicon_carbide,3217,0.015,4.5479e-02,305.5, 96700, 664, 17.2
silicon_carbide,3217,0.015,4.5479e-02,299.5,102236, 861, 23.0
silicon_carbide,3217,0.015,4.5479e-02,304.4, 96646, 595, 15.2
silicon_carbide,3217,0.015,4.5479e-02,292.7,101118, 831, 21.7
silicon_carbide,3217,0.015,4.5479e-02,297.1, 99581, 595, 15.1
silicon_carbide,3217,0.015,4.5479e-02,285.3,103815, 868, 21.5
